uid,bdate,sex,city
325743367,,2,
261585540,25.5.1997,1,105
344463745,,2,106
200192820,,2,
215029220,,2,
126758573,,1,
9416219,,1,
291233252,,2,
201350485,22.11,2,1932468
164341214,,2,
309199361,,2,
289403751,,2,
92943074,,1,
349820173,,2,
32778046,,2,
94528034,9.12,1,1
219565481,3.4.1996,1,314
260909707,,2,
349389599,,2,
344061722,,1,
258164450,1.4.1992,1,2
350936261,6.3.1990,1,66
260701372,,2,
123292509,8.9.1997,1,169
189041821,,2,
340558904,1.6.2000,2,0
258212850,,2,
223371849,,2,
340162395,16.12.2001,2,60
350233240,16.5.1989,2,104
205478219,7.12.1988,2,88
221729211,,2,
249542489,23.9.1997,2,2163
168539210,,2,
289404506,,2,
294424034,,2,33
223744896,10.5.2000,2,1394
299251178,7.3.1998,2,26
322687776,,2,
330999447,29.7,2,292
92268151,,2,
177460132,,2,
316790242,,2,
215193192,,2,
33053475,,2,
350712157,16.5.1980,2,134
329634231,6.3.1990,1,82
218351584,10.10,1,467
196284697,,2,
281197417,,2,
347175302,,2,
194304602,,1,
345819261,20.9.1986,2,119
19207839,18.12,1,459
127762277,20.8,1,0
235456764,21.5.1987,2,1158
263298912,,2,5331
63942622,,1,
276482327,14.2.1995,1,110
333079478,2.10,2,18
158085507,19.5,2,95
133203150,20.1,2,1
30422279,18.7,1,240
266522743,,2,
342509819,,2,6984
350815960,,2,
143965851,,2,
52850439,11.4,1,1
18123751,24.5,1,2
350801054,4.10.1998,1,1489
22543546,,2,
26548437,10.10.1975,2,2
255726937,,2,0
167959320,,1,
322368019,8.3.1993,1,149
46416918,,2,
345537113,25.9,2,99
209031448,,2,
6770191,4.6.1987,2,0
349828333,,2,
286148918,,2,
43228984,14.9,2,152
300026168,24.9.1983,2,71
350547839,,1,
135111761,,2,
341891393,,2,
346175410,4.3.1988,2,158
177811583,,1,
279536540,,1,
343756495,6.9,2,0
268037241,,2,
102322738,28.9.1987,2,1509
335595092,,2,
260942584,22.6,1,1160282
203913800,8.5.1991,2,22168
347806995,,2,4301
157075044,,2,
180109286,,2,1
162706561,,2,
178787127,,2,
340739086,,1,
341031071,,2,0
344774670,22.2,2,123
310628672,,2,
69420933,,2,
340126406,1.1,2,158
191941268,,2,
271956149,,2,
193084831,10.12,2,2
169600076,,2,
151889814,,2,
331835013,15.4.2003,2,1128316
301658918,25.6.1998,2,161
99021215,,1,
350654986,1.11.1986,2,0
348278721,5.5.1985,2,62
44738585,,2,
350572730,,1,0
49558538,,1,
209761247,,2,
247334277,,2,158
71223733,,2,
251081414,,1,
296335923,26.1,2,2
323658392,23.10.1998,1,2
308870245,25.12.1990,2,123
191558645,,1,
125748393,2.3,1,110
348190970,,1,60
147583484,,1,
132509227,28.1,1,55
287027450,,2,0
95189299,,1,
280373966,,1,0
135317715,10.1.1996,2,60
313995446,,1,1
21807466,,2,
343243110,2.6.1970,1,427
350298045,,1,
76080379,,1,
171636355,9.12,2,468
56747043,21.8.1981,2,59
284307156,9.7.1996,2,15838
349721484,,2,
214620683,,2,
27235602,,1,
271913092,,2,
124429524,6.7,1,1072059
338153373,6.6.1966,2,1
169904521,,1,
150961288,,1,
312830439,,1,110
349637822,,1,
201269699,,2,
296678057,6.8.1988,2,147
319495908,,2,
330089423,13.3.1996,1,2404
278779941,,2,
230367202,,1,0
246620710,,2,
31929170,23.11,2,99
336260564,12.4.1991,1,0
16534190,,1,
346475253,,2,
320360795,,2,
85230492,10.5.1998,1,2
146581560,12.10.1991,2,151
183874973,14.10.1988,2,1155868
266443661,,2,0
27952937,17.7.1990,2,4658178
321774674,,1,
125753014,,2,99
224615901,21.8,2,109
330134025,,2,
287152340,6.12.1995,2,1127707
337027882,,2,
189062264,,2,
300385043,29.6.1992,2,378
139071827,12.12.1989,2,60
236211919,16.5,1,1235
328776344,21.3.1993,1,141
292558125,23.7,1,12850
162014022,19.11,2,0
40614731,21.8,1,151
285864814,12.2.2000,2,0
27554599,16.7.1980,2,1022299
25336234,16.4.1991,1,99
349898772,,1,
350035398,,1,
239829071,,2,730
99858605,13.12,2,0
327685060,,1,
242670507,17.5,2,1032655
142369722,,1,
240981794,,1,314
135247459,,1,
284134401,,2,
63496802,,1,
270243845,,2,
230108536,,2,
349673994,,2,
22804584,8.7.1981,1,187
336716925,,1,104
225606746,25.12.1976,2,134
104153314,,1,
187103327,,1,
309165170,,1,1710182
26209375,,2,
100069638,11.4,1,543
269266915,,1,
349736076,31.8,1,19377
316743164,23.6.1993,2,1
151807969,,2,
189311745,,2,
327866181,,2,
155130206,,1,
255954537,,2,
7477413,18.5,1,0
278353280,,2,
347535000,25.3.1978,2,72
138744063,,1,
133856773,,1,
152897644,21.4.1988,2,94
347640593,12.2.1993,2,49
135472976,,2,
328523198,22.4.1996,1,99
164166942,11.12,1,132
143970307,,1,
285582814,,2,
72515387,7.3.1987,1,0
349621425,,2,0
226402130,9.3,2,1
210162019,,2,
191292099,,2,
179067115,25.11.1988,2,545
345143856,,2,
264566111,,1,
122194712,10.5,2,314
186250593,,1,
236731749,,2,71
203500034,,2,0
307931883,,2,0
33778711,,1,
349518322,,1,60
204276297,,2,
349491589,14.3,1,1315
52313439,,2,
150915137,,1,
236510386,29.1.1902,2,2
15314179,17.4,1,119
178832863,7.8.1960,2,1
216826102,5.6,1,1355
222163260,29.12.1986,1,0
247156959,,1,
322704755,,1,
345999005,,2,0
175330518,13.7,2,60
349300724,,1,0
336756955,,2,282
51853293,27.7.1992,1,134
349384582,,1,
318175709,31.5,1,0
326393241,23.7.1983,2,1
345220106,9.2.1997,2,94
59698509,,1,
97564107,,2,
346524003,29.3.1985,2,0
137769294,,2,81
349278110,,2,0
11422083,,1,
322073391,,1,
14072363,,2,
340473797,,2,
349231020,,2,
302104686,7.11.1990,1,604
55891792,23.4,2,8451
273864927,8.4,2,49
236575436,15.5.1987,1,2
276640201,,2,
302382553,,2,110
28727160,14.3,1,2
84814904,,1,
333972980,9.7,2,158
104273444,19.1,1,1015367
117936443,3.10,1,243
288199075,,1,
349140450,9.5.1986,2,122
329525903,,1,
164526668,,2,
165027832,,2,
168195080,23.4.1977,2,1
347477959,,1,
206537863,,1,
52678356,14.2.1991,2,87
5783387,17.4,1,0
192806247,,1,
348916276,,1,
349065005,,1,
246365405,,1,70
121109345,,2,
334887459,,2,0
147417584,,1,
96673843,,2,
91590215,,1,
335505681,,1,
318755202,,2,
162359106,27.11,1,1113
237802433,,2,
74672886,,2,125
207546594,,1,
343738875,,1,
330545904,25.5.1981,2,114
248834089,,2,
287061909,,2,
226256646,,1,183
348907876,,1,0
20730335,,1,
343237967,9.2.1997,2,85
348887177,,1,60
348066617,,1,
266006649,,2,
9182729,,2,
289764041,17.6,2,0
291237806,,1,10246
295447616,26.8,2,158
22935211,,2,
285304481,,2,
271928555,,1,
343361620,25.9.1992,2,2642
241718811,,2,1947
104112553,,2,
283544717,,2,1299
347919113,,1,0
158694500,27.9.1998,2,169
345564118,,2,
149211035,21.5.1991,1,0
156546023,2.4.1984,1,0
315793527,,2,35
292673401,3.8.1997,1,38
244678053,,2,
261057687,21.1,2,0
347773040,25.4.1999,2,0
313868817,12.1,1,0
195739307,,1,
266120071,8.1,2,2
341592073,14.6.1989,2,1110794
289672779,,2,
312841008,,1,87
331836207,,1,
317040385,,1,
140307836,,2,
143588422,,2,
135019733,,2,
313610997,25.10.1982,2,282
317739457,,1,314
337273034,,1,149
164397834,,2,
168939756,,2,0
13773144,,2,
296155597,14.4,2,71
278750219,,1,
30074409,,1,
216611623,,2,
97370063,,2,
145162781,8.7.1998,2,60
293660125,10.4,2,11442
232845477,,2,
347891259,,1,
273393495,30.3.1990,2,18649
163442254,,1,
338171604,,2,
331416869,18.9,2,1708327
292296273,14.10,2,545
124132431,,2,
246944722,29.2.1988,2,1803188
289677465,18.5,2,105
110395505,,2,
338526829,,2,
326206576,16.7,2,13000
139316831,15.1.1985,2,158
28727098,,2,
329561473,,2,
328856397,27.6,1,0
227977281,,2,292
306690379,,2,1710182
321921061,,2,
292751573,28.6,1,5098
13239147,,2,
182736145,,2,
347054982,,2,
310901852,,2,
200702720,28.6.1997,2,3214
297491278,3.7.1997,2,14
295357138,,2,
318209616,7.9.1979,2,2
345085902,29.10,1,0
116935205,28.12.1997,1,161
54902788,,1,
104429182,,1,281
330844477,12.2,2,0
140403080,,2,
339806481,26.11,1,60
106165531,,2,
329140022,14.3.1990,1,650
290479793,,2,2829
346722774,,2,
348523950,11.8.2000,2,0
55574257,29.8.1996,2,1
326879307,22.8.1987,2,246
257488806,,2,
91375194,7.7.1989,1,354
346468700,,1,
340603414,16.6.2001,2,0
348483105,,1,
144921821,18.8,1,0
52955183,13.2,1,149
339931538,,1,110
337266612,,2,
348515042,,1,
184546004,,2,
251740884,,2,
20799405,18.2.1997,2,1
271481502,,2,
348390775,,2,
345183576,,1,
151884133,2.11,1,1191
1122594,,1,
348491586,,1,0
271271784,,2,
306595819,23.5,2,0
236088281,30.7.1997,2,1
246419766,,2,
321357184,,2,
307819522,27.4.1994,2,4712
338435592,,1,
188597804,28.12,2,1906450
305856499,,2,
346649228,31.12,2,0
307633819,,1,
286868731,4.9.1992,1,0
207955042,12.3.1983,2,60
282634397,,2,
277662545,29.11.1969,1,1011810
198726699,,2,
254341205,,2,
239950607,,2,
335846401,,2,
90952329,16.2,2,0
196555227,19.6.1999,2,125
175380748,,2,
239617325,,2,
347766203,21.3.1938,2,1017
212572086,,1,
331575641,5.3.1995,2,0
154152641,,2,
29885747,,2,
346329233,,1,
253650120,25.6,1,12923
256972207,10.10.2001,1,0
10051228,,2,
166727771,,1,
301955575,,1,0
284257032,,2,
147794046,30.7.1998,2,1160697
58365089,30.1.1998,2,125
178878089,,2,
157942953,,2,
187330266,,1,
261649514,,1,
152096309,,2,0
331895212,,2,
70056939,,1,
44623107,,1,
286240524,4.9.1990,2,95
230911259,17.8,1,37
330724171,10.9,2,0
199466794,14.3,1,1921
242798500,,2,
348352715,,1,0
235441035,,2,
148137984,4.12,2,110
248161902,26.12.1986,2,5399
348328314,6.7.1991,1,126
335935090,9.9.1993,1,147
154269736,,2,
315052908,,2,1910689
101369046,15.12.1979,1,2204899
318731704,,2,
183258940,20.1.1988,2,144
182573469,,2,
224475092,28.2,2,1263
280808632,,1,
194358731,,2,
164111945,5.5.1991,2,2164
214062408,31.10,2,0
346489091,,2,
216072077,11.11.1916,2,134
322014316,,1,0
194697555,,2,
260322240,5.7.1980,2,1
66627633,,2,33
322005865,29.12.1997,2,460
315501873,,2,
171594162,6.7,1,276
336594317,26.4.1984,1,8
44691920,,2,0
345495844,,2,
243586303,,1,
213566818,10.12,1,292
181349846,,2,
30194008,,2,280
115003516,4.7.1988,2,147
136931386,,2,
120867440,,2,
274476093,,2,
247744360,,1,
183921277,24.9,2,2
137364958,23.10,2,64
347439379,,2,
116734198,,2,0
202893611,7.1,2,0
276980552,,2,
241524418,,2,
221361902,17.8,2,147
321123296,,2,
333812989,,2,
311550889,22.3.1997,2,57
307468045,30.1.1991,2,1157140
339272693,6.1.1982,2,0
219609609,,2,
286811416,30.1,2,0
158687390,,2,
344047996,,1,0
316252154,21.12,2,521
8110295,,1,
75812516,,2,2
156040276,3.8,2,57
347324712,,1,
204416649,21.9.1987,1,709
152534688,,2,258
238094230,16.7,1,0
328700760,,2,
23298289,9.5,2,0
68210634,,2,
267072786,8.3,1,105
334867782,25.8,2,0
331963053,,1,0
312408104,21.4.1998,2,3655108
327669652,,1,
215934387,,2,
348129090,,1,0
202185212,,2,
165580263,12.3,2,0
111075172,22.12.1995,2,5960
322094850,,2,
326088591,,2,
341855003,5.10.1996,2,153
260719235,,2,
41363958,16.5,2,680
318941686,,2,
322788933,13.7.1990,2,5331
246551103,,2,
264061117,19.8,1,2
289169618,,2,
215718578,,2,
692030,,2,
240758747,5.1,2,101
347821156,,2,0
41709619,23.2,1,314
346990879,,2,
142424420,1.2,2,0
205196268,,2,
148366549,,2,
344778442,26.12,1,49
132446145,,2,
196592409,,2,
193557230,,1,
338800743,,2,0
133750439,25.3,2,0
209674757,,1,
88953441,12.9.1996,2,0
5327095,,1,
347750889,20.10.1995,1,25
312641444,,2,130
199777041,,1,
230069337,,2,
292478127,,2,
30324577,,1,
295294110,,2,
294774287,,2,
347791158,,1,0
262875140,2.11,2,3193
290666211,,2,
335326341,,2,
348030046,,2,
228242789,28.5.1983,1,60
334672844,,2,
105008185,8.5.1986,2,528
261472943,15.5.2001,1,168
262028550,,1,
298296672,3.12.1993,1,75
317240149,,2,
343078195,,1,3630
321693741,,2,
344175206,,2,0
209865213,6.6.1980,2,8
69069240,,2,
320923871,1.1,1,0
238916025,22.6.1922,2,1951986
120069506,,1,
328921157,,2,
93794136,9.3.1976,2,143
347905249,,1,1014757
19043170,,2,
69171449,21.9,1,88
340166895,,2,
347495545,,1,
294594924,,2,
347830045,,1,
299577442,,1,
347590980,7.11.1989,2,0
336764385,,1,9930
345691978,5.2,1,2
322637907,,2,
313311929,,1,
346963925,,1,
347038501,,2,
207396079,,2,140
16872919,,2,
174075490,30.8.1992,1,73
257768497,,2,
172957438,,2,
192130235,,1,1
336204670,,1,
313438381,,2,0
318050117,,2,
147974324,,2,
297272960,14.1,1,78
232790802,,1,
268694299,,2,
32654124,,1,64
328718416,,1,
80511647,,2,761
293223649,,2,0
311629595,,2,0
153871599,,2,
342100456,,2,
283358535,,2,
297424678,28.8.1986,2,20281
92571533,14.3,2,148
269678762,,2,
339915347,,2,
105850414,15.5,2,49
244423056,,2,
329570381,,2,0
341740190,11.8.2000,2,1128730
159369462,,2,
211059011,,2,
311313710,16.6.1997,1,1961775
243563250,23.5.1989,2,147
310202933,,1,1976786
16017115,,2,87
271287562,24.12.1980,2,18218
56480602,,1,
138680290,25.1,1,1
239025299,,2,
186945263,20.12.1984,1,18
157488055,5.7.1992,2,1
159552831,,1,
310685312,2.1.1991,1,0
310687142,,2,
294536330,,2,
220788152,,1,
138729050,,1,
35221440,11.7,1,650
204838972,7.8,1,60
224452504,,1,
283809576,,1,
190716619,,2,
122467697,26.6.1994,2,2
121211656,6.7.1989,2,0
342725261,,2,663
262014818,,2,
181954195,,2,
92790429,,2,
272450376,,1,
212793489,,2,72
305415993,,2,
300347975,25.7.1991,2,476
214075391,,2,
8854552,,1,
307678499,,2,
244798763,27.1.1995,2,1042115
346292722,17.1.1997,1,119
234704803,,2,
207021253,26.3.1989,2,16054
301215449,,1,49
328934763,,2,
134981222,11.5,2,708
286809587,,2,
140654804,,2,1
297387290,,2,
333906488,5.8.1993,2,1930
347490501,,1,1
98615360,,2,
156547922,27.10,1,42
347247817,30.7.1985,2,88
137717312,10.12.1990,2,941
94145176,,2,
189093337,12.6.1999,2,1097479
341288785,2.3.1998,1,72
64493255,18.3,1,71
269261067,,2,0
132145162,,2,
347283309,,2,158
308053221,,2,
19465378,24.12,2,3763
302112227,,2,0
295615953,,2,
344439342,,2,
329516238,,2,
136045116,29.11.1993,2,2
332562653,25.3,2,0
131493925,15.12,1,42
316456805,,1,
136920208,14.8.1985,2,151
337941520,9.11.1993,1,106
110289676,,2,
152088926,8.12,1,99
70914207,,2,
219307267,,1,
228934350,,2,
295395460,,2,60
328738053,,2,0
346155277,24.3,2,2829
340673856,,2,
278149306,,2,
347250034,10.1.1998,2,314
11844341,3.4.1979,2,2147
346162936,,2,0
70202160,,1,
347194174,,2,
231261652,,2,
254751289,,2,3425
70728512,27.6,2,5177
346824289,10.10,2,0
280676653,15.1,1,106
346190176,,2,0
154394529,27.6.1994,2,33
329988876,8.9,2,2163
312054419,,1,
248083313,,2,
2063880,,1,
171402905,19.2,2,9076
339227903,,2,
222949756,,2,
220141217,,2,
76454031,16.7,2,0
242603136,,2,
105531188,23.2,2,95
324060817,,2,
186467721,,2,
325354626,,2,
310667770,14.6,1,0
343706109,6.11,1,899
345227436,,2,
347021318,,1,
80618555,21.12.1986,1,88
230618665,,1,
151987307,,1,
347116070,,2,
169678413,,1,0
301558789,,2,
347194182,,1,
288832589,,2,
268196548,16.11.1989,2,0
134994315,27.11.1975,2,1155465
251022295,,1,
63381679,,1,
347064227,,1,
224249579,21.8,2,916
18019171,24.6.1991,2,95
346702727,25.4.1993,1,627
1650685,,1,
150409924,,2,
209545953,,1,
142204430,,2,
233921273,,2,
285446940,26.1,1,1
176958345,,2,
312082974,1.9.1976,2,512
286845950,,1,382
245922605,18.6.1984,1,136
158401761,,2,
185201571,,1,
65884700,,2,
346292053,,1,1
191589175,,1,
341389173,,2,
303998576,,1,
235113691,,2,
346149647,3.2.1986,2,762
334506561,20.3.1959,2,1904869
345973482,1.2.1905,2,650
338257200,,2,
223485532,15.5.1985,2,1
346392300,1.1.1990,1,75
304426622,14.7.1974,1,1397
329172082,8.10.1997,2,60
328911506,4.4.1995,2,1
328969152,5.5.1997,2,95
258061736,17.8.1989,1,1
256475675,27.8.1997,2,10
346850007,,1,0
328998600,10.8.1998,2,49
201748693,,1,0
237491735,11.2.1998,1,3631
344288077,20.9,1,146
169734815,28.8.1996,1,2
331214554,10.1.1958,2,14859
346544944,20.7.1987,2,1797
331964452,9.10,2,1509619
204795717,3.2.1954,1,1135
346390571,,2,0
343251980,2.5.1986,2,375
157321501,29.6.1987,2,762
346871751,2.2.1990,2,2
213941830,,2,
342922370,14.11.1970,2,72
334498321,,1,0
198791123,1.2.1986,2,18782
217717085,,2,10
16910858,28.10,2,617
236087385,20.1.1986,1,1064
266576954,,1,
257204127,6.3.1979,2,14254
15951793,23.2.1964,2,280
158596533,4.7.1979,2,9115
125153642,23.6.1989,2,1957236
244929210,29.12,2,1
187815081,11.12.1989,1,1510918
253331580,22.8.1988,1,542
312860812,25.7.1992,2,223
267966043,7.3.1993,2,762
318487157,2.2.1992,2,1
277121525,16.11.1987,2,1
22137373,19.12.1989,2,5648
203219842,19.12.1985,2,314
59836380,12.8.1990,2,22437
202870221,5.2.1975,2,1704522
291521213,1.9.1992,1,1
242527968,11.6.1993,1,1
270904669,14.4.1994,2,2
346602589,6.5.1994,2,1
102265205,20.1,1,314
258324426,5.4.1989,2,1
334719489,27.3.2001,2,3102
165802739,,2,49
345757476,5.1.1991,1,1
345828482,20.12.2001,1,1315
85375822,10.4.1993,1,60
19253873,,2,
275910650,,2,1
346153056,15.9.1994,2,1
290960030,,2,
334865358,,2,
219020989,11.9.1978,2,138
296096240,20.4.1997,2,2
224091325,12.10.1991,2,1901501
296104370,7.6.1990,2,1
344770645,30.9.1990,2,1
326843597,9.5.1980,1,1581
345784101,16.12.1988,1,1
248550167,15.12.1994,2,1647
126233525,3.1.1984,1,5722
191211225,18.8.1986,2,314
100574404,,1,
161696355,,2,
87516978,6.1.1980,1,9930
266367208,27.7.1991,1,2
208659440,,1,
119277282,13.7.1990,2,314
61841278,16.11.1986,2,66
292870765,23.9,1,2642
224308836,11.4.1990,2,5089
30535687,,2,
45472877,,2,
337286711,6.2.1994,1,1
320096772,,2,
342919774,,1,
166618210,7.6.1984,1,125
322223216,28.9.1985,2,123
293944327,22.7.1988,2,314
329529311,13.4.1987,2,1
345503198,1.7.1962,1,1035
329521911,,2,
214241261,15.6.1978,1,2256
344475114,,2,
287572863,2.5.1983,1,1
326510917,10.2.1980,2,424
337952682,2.4.1986,1,1
23735794,,2,
176101371,,2,
284672492,,1,
346842032,1.6.1985,2,2
76752488,7.4.1979,1,1217
249558887,8.11.2001,2,1943045
193748897,1.1.1958,2,1
346195750,4.4.1986,1,1
273761317,4.2.1986,2,158
294905628,14.2.1987,1,223
86716595,11.7.1980,2,110
343776630,28.8.1999,2,762
342019032,23.12.1977,2,2
231638412,1.4.1998,2,953
319661675,20.8.1971,1,1
345437341,24.8.1980,2,14
290456982,7.1.1952,2,3962
339138450,,2,
314678610,24.3,2,2201
200808967,29.7.1981,2,1122574
161169575,,1,
346487912,7.10.1991,1,501
121894760,30.5,2,0
145455801,,2,1156121
343828722,,1,
346796569,19.1.1985,0,0
346683611,,2,69
123410573,,1,
159207068,,1,
210772241,28.9.1986,2,1
117967320,6.3,1,22
163280437,,2,
338156787,,2,
335375155,3.11.1998,2,19296
212449839,,1,
337402056,27.1.1996,1,99
188230505,,2,
178053472,,1,
346761938,2.2,2,110
346720953,9.11,2,0
229785354,,2,
241691853,,1,
318104173,4.5,1,0
151573321,,2,2
269194899,,1,
24373654,,2,
178856299,27.6,1,158
317890396,,1,
335809118,25.1.1988,2,292
346467733,,1,
342501492,,2,
154581953,,1,
339999350,,1,
196879942,7.11.1991,2,1033
182673675,25.9.1994,2,650
195639790,29.10.1989,2,122
325070761,,1,
47001699,20.10,2,9992
137404812,,2,
60319352,,2,
325891392,21.10.1994,1,1
204620584,22.10.1918,2,9217
312329067,3.7.1987,2,2164
132592940,,2,
346564930,,2,0
134771798,15.4,2,663
254891536,28.4.2001,2,1
311304829,3.8.1998,2,158
221569505,12.3.1991,1,0
308021333,,2,3092
12420853,,1,
61618448,,1,
56563729,21.3.1943,2,8
94663937,,1,1504505
21311395,,1,
3567935,,1,
280289437,14.12,2,0
275314729,,2,
329492402,,1,
223765813,,1,
6805383,,1,
175737033,16.4,1,4316
201722928,,1,
200611116,,2,
346435436,,1,
276283,,2,
186842272,,1,
139297157,13.7,1,3806
346437186,,1,
46632107,19.6.1991,1,60
339862298,6.12.1993,2,95
338070962,13.4,1,146
311003319,,1,
274896266,,2,158
301215926,1.12,1,151
346285821,,1,
168843472,24.3.1988,1,8763
243920550,16.3.1994,1,93
34514593,,1,
278983466,,2,
279195176,15.12.1974,2,0
219170445,,2,
258558447,17.5,1,0
317994562,,2,
208810022,10.3.1984,2,545
92752124,1.3,1,2917
8239872,26.5.1997,2,2
323265838,,2,
40178337,,1,
269388217,23.10,1,34
159497175,,2,0
228322888,14.2,1,0
274060795,23.11,2,2
252629746,14.1,2,2
296082469,,1,
335438456,,1,0
65292342,1.4,1,149
61257031,29.7,1,0
114127036,,2,
182097727,,1,
331104181,,1,0
160686758,,1,
139917686,15.1.1984,2,99
246490032,,1,
96414237,,1,
314599819,,2,
272372371,,2,
58305765,,1,
246605476,20.3,1,110
254266492,15.3,2,334
327579353,16.7.1984,2,2
7672256,29.4.1960,2,1
346272075,,1,
25852937,4.8,1,352
20785881,7.3.1994,1,2001
42929002,10.8,1,57
145618195,,1,
13557732,,1,
336815177,30.12.1993,1,0
300380943,,1,
299351660,18.10.1988,1,0
5273838,17.6,2,87
236244871,,1,
317410501,,2,
15862653,,2,
322015582,,1,26
228527748,9.11,1,143
143814402,25.2.1992,2,701
309271921,,2,
7459539,26.8.1994,2,2
346210581,,1,0
304656987,,1,0
346186276,,2,
323588930,,2,169
326146969,10.2,2,280
327905766,19.5.1984,2,424
302989721,,2,
171263435,26.9.2000,2,151
150675957,,2,
234748545,,2,503
298818434,27.5.1983,2,9196
334185212,,2,
342043348,,2,
28330281,30.7,2,72
186256331,,1,
208164516,21.3,1,610
181983124,6.12,1,158
65118810,,1,
342469387,15.11,2,143
322040375,,2,
278287249,17.5.1988,2,95
151225696,,1,
345971004,,2,
136182413,30.4,2,108
143258753,28.1.1988,2,169
144613665,,1,
191058550,,2,
66502260,17.3,1,1
164865502,20.5,1,11145
36788072,,2,
307210828,,2,
326891337,,2,0
342012285,,2,0
278338389,,2,
285364070,,1,
301802977,,1,
178250259,17.11.1989,1,88
335032300,10.12,2,105
138969501,,2,
152280024,,2,
345507301,15.3.1993,2,2532
157314885,1.6.1998,2,649
302127363,,1,2
318535480,,1,
66418577,,1,
20683789,8.1.1993,2,5379
271182428,24.4,2,1
28599264,,2,
305577885,,2,1
247509108,,2,
312765270,,1,
232003572,10.6.2002,2,1115621
222983319,7.9,2,95
343848804,,2,0
205345332,18.8.2000,2,4590
173069000,,2,
5770880,,1,
44208328,,2,
302423817,31.5.1982,2,621
156831951,,2,22168
344249787,,1,
137342997,22.10.1999,1,42
52781944,,1,
269652867,28.3.1981,2,10
244364921,31.5,2,650
323557888,4.7,1,161
345040783,10.8,1,81
286798552,6.3.1975,2,1
341528779,,2,94
327248306,5.2,2,0
317292924,18.11.1992,1,13513
345715148,11.8.1994,2,1581
318704698,,1,
337383181,,1,
339850593,,2,
139745776,,2,1371
339088344,,2,
144977793,,1,
342487778,,2,
34787304,,1,
184511146,10.3,2,0
314708533,13.9,2,110
229040538,23.3.1986,2,1
2719774,,1,
318631469,30.6.1995,1,0
82235569,,2,
87972518,,1,
73725733,,1,
108840307,7.7.1989,2,1100
322397485,,2,
321102699,,1,
175399086,18.4,1,650
58225798,,2,
124774521,16.10,2,0
345553709,,1,0
344442108,,1,
42888250,,1,
296563154,12.6.1988,2,314
344080577,,2,
317915105,,2,
187458144,,2,
272452278,,2,
77831795,2.7,2,240
281563080,,2,
334419001,,1,
174223616,,2,1
23932364,26.4,1,2
340984355,18.6.1992,1,30
32456613,12.12,2,21612
292163920,,2,
344698369,6.5,1,0
6105499,,1,
343676693,,1,0
274572847,,1,
73581801,,2,
20636098,,2,
343788277,,2,
162406491,,2,
156287703,,2,158
195988031,5.8.1994,2,0
331947636,,2,
345419750,8.7,2,1151
259249624,9.9.1994,1,838
252625030,26.5,2,0
265328506,,2,
37707312,26.12,2,99
60013671,14.8.1997,1,1
325247455,,1,
199225992,,2,
335753868,25.5.1999,1,95
4559471,,2,
331441818,1.2.1988,1,1
229623853,,2,
26585376,5.2,2,2722587
345313975,,2,
345289429,16.9.1987,1,240
303110510,5.3.2002,1,2486
131504205,11.7,2,123
110296248,,2,
332145564,,1,
205425649,,1,
101472511,,2,
4066060,,2,0
73649447,,2,1
217702058,,1,
87240500,,2,
340389757,,1,
55630347,2.10,1,6055
206466529,,1,
262928407,2.10,1,110
264709338,,2,458
329252317,,2,
207401810,,1,
16342049,26.2,2,81
335437307,,1,
302660602,,2,
98143544,,2,
345151272,,2,
43953768,,1,
242470770,,2,
119979501,,1,
345062818,,1,0
312688190,,2,
312147449,17.10.1974,1,110
345025777,13.8.1982,2,0
175297605,,2,13833
344687620,2.2.1997,2,0
42446046,,2,
344086468,,2,
277251538,20.8.1995,1,282
344914935,,2,0
294679373,,1,
314728282,19.2.1986,2,1
245343456,,2,0
193255737,2.5,1,621
344764027,30.4,2,0
325321599,,1,
344632661,,1,2583
134579227,,1,
322064336,,2,
144426744,,2,
104725567,22.5.1994,2,12866
160750234,24.7.1990,2,106
98396103,,2,
256112464,23.8.1997,2,1957236
175748002,16.9,2,0
337729703,,2,
305545326,,2,
340400126,,2,0
344889007,2.8.1985,2,1930
323914306,4.11.1999,2,994
284971602,17.7.1990,2,25
26048035,18.12,2,2001
309144162,,2,1998
331223822,,2,
300413291,21.1.1998,2,385
244747018,14.1,2,38
90634428,,1,
15332064,,2,
299553218,,2,
279773313,,1,
153142738,10.9.1984,2,75
5760401,,1,
61829372,9.4.1986,2,131
140165009,9.1,1,131
344862057,,1,74
208122487,12.12.1998,2,0
94174499,14.5.1996,1,1
32064888,,1,
325533399,1.7,1,169
307657571,,2,
325347196,,2,361
276944728,,1,1
344814064,,1,0
332721321,6.12.1988,1,8271
269793537,,2,
150385750,,1,
10017665,15.2,1,0
255524419,,1,
213521498,25.12.1996,2,149
339598619,31.12.1994,1,0
173904795,,2,
337340905,9.10.1989,1,899
136625477,,1,
339214224,,2,
341804417,,2,
344713042,23.6,2,0
253042223,19.3.1998,1,113
344682718,,1,0
285960590,,2,
291418721,,2,
328104169,,1,99
23229524,,2,
15599508,,1,
344583307,,1,
326003225,28.9,1,95
293531629,10.4.2000,2,183
273457133,,1,60
328993944,,2,
151106732,,1,
295261412,,2,
344627028,19.11.1992,2,3193
344575039,7.6.1992,1,0
196141649,,2,
322591891,,2,0
144291878,27.6,2,0
317222813,11.2.1999,1,25
344598417,,2,
57426202,,2,
212391667,,2,
